overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,league_level,weak_foot,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,years_at_club,contract_years_remaining,is_loaned,nationality_freq,league_freq,preferred_foot_Right,position_group_DEF,position_group_MID
63,65,600000,550,26,180,78,3.0,5,2,1,62.0,63.0,61.0,65.0,27.0,68.0,60,62,63,63,60,63,52,52,57,65,71,54,73,63,71,67,74,70,70,61,57,21,62,64,58,55,23,27,17,0.18356164383561643,2.0,0,996,486,True,False,False
64,75,1300000,1000,22,178,70,1.0,4,3,1,74.0,64.0,52.0,64.0,31.0,67.0,51,64,57,56,65,62,55,48,45,63,73,74,78,62,71,67,69,75,62,63,67,30,64,50,55,56,28,29,17,1.7178082191780821,3.0,0,387,381,True,False,False
69,71,1500000,11000,25,191,87,1.0,2,2,1,62.0,47.0,52.0,51.0,67.0,76.0,31,52,72,69,31,42,40,35,65,55,63,62,54,68,65,43,81,68,77,45,80,68,46,40,46,66,66,67,65,1.0520547945205478,3.0,0,48,29,False,True,False
61,64,425000,1000,25,173,73,1.0,3,3,1,77.0,55.0,59.0,62.0,41.0,60.0,57,58,39,62,50,62,55,56,57,56,76,77,79,59,78,57,54,73,54,46,58,43,62,58,44,58,32,50,43,3.706849315068493,4.0,0,365,382,True,False,True
63,71,1000000,750,24,178,74,2.0,3,2,1,55.0,48.0,59.0,61.0,59.0,62.0,44,38,48,64,48,53,58,70,60,70,60,50,67,57,67,60,52,81,54,61,60,58,37,62,40,60,62,61,59,1.2191780821917808,2.0,0,558,491,True,False,True
65,69,925000,2000,25,185,75,1.0,3,2,1,72.0,56.0,52.0,58.0,63.0,61.0,54,60,57,58,38,56,40,36,40,60,69,75,57,60,63,62,66,66,60,48,54,65,60,56,48,50,58,67,63,1.0986301369863014,0.0,0,359,714,False,True,False
62,62,400000,550,29,185,84,3.0,4,3,1,63.0,60.0,55.0,62.0,39.0,65.0,43,58,61,61,63,61,58,50,52,61,67,60,68,64,66,65,71,60,70,60,59,19,62,61,62,62,39,48,26,0.2191780821917808,2.0,0,61,486,True,False,False
59,59,230000,500,28,175,68,1.0,3,3,1,63.0,59.0,56.0,60.0,52.0,58.0,54,55,51,57,48,59,59,56,55,58,64,63,71,54,63,64,57,66,55,63,55,50,61,58,62,57,56,50,49,5.8054794520547945,0.0,0,323,229,False,False,False
64,68,850000,1000,24,183,78,4.0,3,3,1,79.0,62.0,56.0,64.0,39.0,60.0,58,61,38,59,58,65,61,46,46,63,78,80,71,60,69,66,57,70,56,65,58,42,59,57,45,54,40,38,34,1.210958904109589,1.0,1,1329,589,True,False,True
69,75,2200000,5000,24,178,70,2.0,3,3,1,86.0,61.0,59.0,73.0,26.0,57.0,57,65,38,63,48,73,53,48,50,70,85,87,90,62,81,60,61,72,58,55,33,18,63,66,60,50,32,22,28,1.1863013698630136,3.0,0,128,430,False,False,False
69,78,3100000,6000,23,185,79,1.0,3,3,1,86.0,66.0,56.0,73.0,20.0,64.0,56,66,62,61,51,78,45,42,51,69,85,86,76,67,61,78,78,74,65,61,47,16,66,56,61,60,17,13,20,0.6547945205479452,4.0,0,642,460,False,False,True
62,62,70000,900,37,180,68,1.0,2,2,1,42.0,48.0,58.0,63.0,62.0,62.0,62,41,58,61,46,62,53,41,55,61,43,42,69,64,74,63,59,53,67,51,60,59,54,57,42,58,60,65,64,3.643835616438356,0.0,0,361,383,False,True,False
65,72,1500000,4000,22,180,74,1.0,4,3,1,75.0,61.0,60.0,68.0,35.0,59.0,57,62,49,64,53,69,55,50,54,67,77,74,72,59,67,61,64,57,59,60,58,33,62,63,56,65,27,38,39,0.09863013698630137,3.0,0,104,888,False,False,False
68,82,2800000,10000,18,177,68,1.0,3,4,1,81.0,63.0,60.0,72.0,34.0,48.0,58,67,53,65,46,73,55,48,60,69,84,79,81,65,76,65,59,58,44,60,44,34,59,58,48,62,36,27,32,0.06027397260273973,5.0,0,930,488,True,False,False
66,66,850000,6000,29,177,69,1.0,2,2,1,72.0,64.0,52.0,59.0,33.0,57.0,41,65,77,62,67,51,51,45,40,64,73,72,75,69,66,56,73,81,49,65,42,21,76,56,69,52,21,40,29,1.7013698630136986,0.0,0,227,96,True,False,False
61,61,275000,2000,32,178,67,1.0,3,3,1,61.0,60.0,58.0,62.0,36.0,69.0,55,61,58,59,58,61,60,49,54,60,65,58,68,62,65,62,66,79,63,58,70,40,61,63,60,59,44,22,20,0.273972602739726,1.0,0,241,297,True,False,False
73,74,3100000,11000,27,183,76,1.0,3,2,1,72.0,36.0,52.0,53.0,72.0,82.0,34,29,67,67,29,44,31,29,65,58,71,73,64,69,60,58,83,81,86,35,74,72,26,47,34,62,73,74,69,2.4246575342465753,2.0,0,90,429,True,True,False
64,64,525000,2000,28,183,73,1.0,2,2,1,81.0,35.0,55.0,61.0,57.0,72.0,60,34,51,56,33,58,55,44,51,59,82,81,80,56,74,36,78,75,76,34,58,58,56,55,33,57,57,57,57,0.6520547945205479,2.0,0,274,269,False,True,False
67,67,875000,2000,28,189,84,1.0,3,2,1,64.0,48.0,54.0,55.0,66.0,77.0,48,44,66,63,34,51,34,35,60,60,63,65,53,63,47,64,78,75,81,46,69,63,49,51,38,62,68,67,65,1.115068493150685,1.0,0,12,403,True,True,False
63,75,1200000,2000,22,178,61,1.0,3,3,1,85.0,61.0,53.0,64.0,34.0,51.0,56,59,46,53,52,62,69,58,45,64,89,82,78,62,74,64,56,68,42,62,51,34,60,53,63,54,33,31,30,0.6164383561643836,1.0,0,7,714,False,False,True
63,74,1000000,3000,22,183,76,3.0,2,2,1,72.0,46.0,52.0,64.0,60.0,60.0,60,44,51,55,51,66,55,38,50,62,73,71,74,54,73,45,66,60,62,48,53,60,50,42,42,48,59,63,63,1.210958904109589,1.0,1,19,486,True,True,False
60,69,525000,500,21,182,74,3.0,3,2,1,61.0,54.0,58.0,61.0,56.0,64.0,52,58,59,61,31,61,58,48,59,60,62,60,58,64,66,53,66,62,65,55,64,57,59,60,35,57,52,60,54,0.2191780821917808,1.0,0,54,486,False,False,True
66,72,1300000,8000,24,190,84,1.0,2,2,1,70.0,36.0,58.0,61.0,62.0,75.0,65,29,76,65,30,61,42,23,62,64,69,71,60,62,43,47,87,68,77,39,76,65,58,48,34,52,60,60,58,2.0767123287671234,4.0,0,76,274,True,True,False
66,67,1000000,3000,27,190,82,1.0,3,2,1,70.0,65.0,52.0,61.0,29.0,74.0,40,66,63,62,63,61,50,48,52,62,67,73,60,64,66,66,79,68,82,64,58,22,65,50,57,58,28,26,23,1.1753424657534246,2.0,0,387,381,False,False,False
69,76,2800000,22000,22,170,68,1.0,3,3,1,78.0,62.0,62.0,70.0,24.0,63.0,64,64,32,63,58,68,57,42,59,70,79,77,81,61,80,62,59,75,60,60,56,25,65,68,56,66,23,22,26,0.049315068493150684,5.0,0,31,297,True,False,True
60,73,600000,3000,21,187,74,2.0,3,2,1,63.0,57.0,60.0,65.0,53.0,45.0,52,55,32,65,49,61,59,58,60,62,72,55,83,63,86,58,39,49,39,63,56,54,54,62,50,61,54,58,51,1.210958904109589,1.0,1,930,562,True,False,True
60,60,170000,4000,32,179,71,1.0,3,2,1,73.0,49.0,56.0,59.0,56.0,62.0,58,53,53,58,53,57,39,42,57,56,72,73,72,57,72,54,67,54,65,34,61,59,56,58,49,52,58,55,54,14.726027397260275,1.0,0,336,1140,True,True,False
62,75,950000,11000,19,177,72,3.0,5,3,1,69.0,60.0,61.0,64.0,46.0,56.0,61,59,41,60,44,65,63,65,59,64,70,69,65,59,65,65,53,56,58,63,53,44,58,62,55,63,53,43,43,1.210958904109589,1.0,1,1329,604,True,False,True
70,80,3300000,7000,20,185,75,1.0,3,2,1,62.0,45.0,53.0,59.0,71.0,70.0,39,46,69,65,35,56,44,33,56,64,54,68,53,68,51,53,72,67,75,38,62,72,44,52,45,63,68,74,69,1.1369863013698631,3.0,0,833,431,True,True,False
68,77,2500000,2000,22,193,82,1.0,3,2,1,46.0,42.0,57.0,58.0,66.0,74.0,47,34,66,67,49,55,52,40,65,62,45,46,55,65,59,63,70,67,78,35,76,67,49,47,41,62,67,66,64,1.210958904109589,1.0,1,346,274,False,True,False
69,69,1200000,8000,28,186,81,2.0,3,2,1,56.0,42.0,55.0,59.0,70.0,74.0,39,42,65,68,39,54,38,33,62,65,55,56,57,69,63,53,71,73,75,32,71,70,54,54,38,59,70,72,70,1.6575342465753424,5.0,0,996,474,True,False,True
68,77,2700000,15000,22,193,78,2.0,3,2,1,77.0,69.0,51.0,67.0,24.0,72.0,47,71,66,52,62,67,62,48,36,70,76,77,75,61,45,72,82,69,76,66,62,23,63,64,55,60,16,18,24,1.2191780821917808,3.0,0,833,606,True,False,False
65,74,1600000,2000,21,173,64,1.0,3,3,1,59.0,54.0,57.0,64.0,59.0,62.0,38,54,48,66,27,65,32,55,65,65,56,62,53,64,74,52,54,75,59,64,56,66,62,61,49,59,55,62,56,0.6328767123287671,2.0,0,114,714,True,False,True
66,66,850000,6000,28,164,61,1.0,3,5,1,78.0,56.0,61.0,74.0,26.0,58.0,52,55,36,62,38,74,68,65,57,72,80,76,84,58,87,61,61,63,63,57,40,30,59,66,55,64,27,22,21,2.717808219178082,0.0,0,146,222,True,False,True
65,70,975000,1000,25,184,84,1.0,3,2,1,80.0,35.0,54.0,60.0,62.0,75.0,57,26,63,58,26,60,54,27,56,59,77,82,61,59,74,58,85,66,84,30,63,59,52,48,28,56,63,64,59,2.684931506849315,1.0,0,3,381,True,True,False
67,81,2400000,8000,18,186,74,1.0,3,3,1,76.0,63.0,63.0,67.0,32.0,55.0,64,64,49,64,52,67,55,53,59,70,75,76,61,58,74,65,61,61,57,60,43,31,67,66,58,61,27,32,31,1.5863013698630137,4.0,0,346,274,True,False,False
66,73,1600000,4000,25,179,75,1.0,3,2,1,65.0,43.0,58.0,61.0,62.0,65.0,50,40,58,69,38,56,46,39,63,66,64,65,64,66,69,54,65,67,63,40,68,66,45,52,43,52,55,66,69,1.7095890410958905,0.0,0,954,96,True,False,True
65,80,1700000,5000,19,191,82,1.0,3,3,1,70.0,64.0,55.0,65.0,29.0,68.0,49,66,60,59,58,65,55,51,51,66,68,71,62,61,66,67,73,62,72,59,65,26,66,60,59,63,24,26,26,1.210958904109589,1.0,1,60,274,True,False,False
64,67,700000,2000,26,178,75,1.0,2,2,1,73.0,53.0,56.0,65.0,60.0,62.0,57,58,40,63,50,69,39,32,58,61,71,74,66,61,65,57,58,70,65,37,44,59,59,49,48,54,63,64,62,3.5397260273972604,0.0,0,359,714,False,True,False
72,76,3000000,16000,25,182,75,2.0,3,2,1,61.0,34.0,60.0,58.0,73.0,72.0,69,35,71,69,31,57,51,32,66,62,65,58,46,64,64,45,78,78,74,21,59,73,36,40,40,63,70,75,73,1.210958904109589,1.0,1,833,474,True,True,False
61,61,350000,2000,26,181,81,1.0,2,3,1,76.0,42.0,54.0,62.0,61.0,69.0,63,36,57,59,34,63,41,34,55,61,74,77,65,61,65,54,72,66,70,41,67,61,51,45,44,53,62,61,61,0.2191780821917808,2.0,0,396,456,False,False,True
60,66,400000,1000,22,177,70,2.0,3,2,1,66.0,48.0,61.0,62.0,58.0,55.0,57,45,50,64,50,60,60,51,63,63,66,66,69,58,71,52,55,55,52,50,61,58,49,59,40,51,54,62,61,0.2136986301369863,1.0,0,930,562,False,False,True
72,80,4900000,7000,22,187,83,1.0,3,2,1,71.0,30.0,56.0,58.0,71.0,78.0,47,23,70,70,26,52,31,36,65,62,63,78,65,69,62,48,77,79,79,28,73,70,28,44,33,64,68,74,70,0.10410958904109589,4.0,0,24,429,True,True,False
62,62,350000,2000,28,175,70,1.0,3,2,1,76.0,46.0,52.0,61.0,56.0,69.0,58,45,38,56,39,61,45,36,51,56,75,76,75,62,74,54,62,76,71,41,58,58,52,45,49,45,56,59,56,7.720547945205479,3.0,0,365,382,True,True,False
62,65,500000,500,24,177,70,4.0,4,3,1,77.0,50.0,55.0,61.0,53.0,60.0,62,49,44,59,40,58,58,46,50,58,79,76,78,57,79,54,58,80,55,50,46,53,53,46,52,53,54,55,52,1.0712328767123287,1.0,0,1329,589,True,True,False
70,75,2200000,6000,24,192,85,1.0,3,2,1,65.0,44.0,52.0,54.0,72.0,77.0,45,41,68,61,41,50,40,32,56,61,63,67,46,65,48,60,76,88,76,39,68,71,30,48,42,50,72,74,70,2.638356164383562,2.0,0,558,607,True,True,False
63,70,925000,1000,22,175,70,3.0,4,2,1,65.0,47.0,59.0,65.0,58.0,61.0,46,44,41,66,43,63,43,42,64,64,67,64,74,60,70,48,52,74,58,52,55,60,60,62,44,61,60,60,56,4.249315068493151,2.0,0,323,604,True,False,True
68,69,1300000,7000,26,176,70,1.0,3,2,1,78.0,40.0,57.0,63.0,62.0,66.0,64,37,46,61,33,64,46,34,52,60,80,76,73,58,72,38,64,80,59,44,68,61,56,53,43,48,59,67,69,0.8,0.0,0,954,855,False,True,False
62,62,250000,1000,33,185,73,4.0,4,2,1,51.0,62.0,51.0,58.0,39.0,79.0,39,63,66,56,58,56,51,45,53,59,52,50,60,58,66,67,74,76,81,57,80,33,65,55,62,64,31,42,38,1.16986301369863,1.0,0,1329,589,True,False,False
60,74,600000,2000,20,170,64,1.0,3,3,1,68.0,56.0,61.0,61.0,51.0,56.0,55,55,40,66,40,62,55,58,60,57,67,68,65,55,70,59,50,60,55,58,55,44,55,61,58,55,48,60,55,0.5616438356164384,0.0,0,227,96,True,False,True
64,69,850000,4000,25,178,77,1.0,3,3,1,66.0,49.0,60.0,63.0,57.0,61.0,46,49,50,69,32,63,44,44,67,59,67,65,64,68,72,52,60,66,59,47,58,65,64,62,40,63,50,62,50,0.6904109589041096,1.0,0,227,96,True,False,True
64,69,875000,4000,24,172,70,1.0,4,4,1,84.0,63.0,59.0,66.0,29.0,58.0,60,64,43,61,60,64,64,46,59,64,81,86,81,52,85,67,63,65,61,60,40,22,51,58,63,60,27,29,30,0.38904109589041097,2.0,0,263,888,False,False,True
70,70,1100000,20000,31,193,83,2.0,2,2,1,69.0,48.0,47.0,59.0,69.0,81.0,34,42,75,57,24,60,27,36,54,61,61,76,54,66,34,61,83,80,83,59,76,66,52,43,32,68,70,68,66,6.1726027397260275,2.0,0,148,606,True,True,False
68,77,2700000,5000,23,168,64,2.0,3,3,1,79.0,64.0,62.0,67.0,30.0,46.0,63,68,41,65,73,67,55,49,60,66,77,80,76,60,80,62,47,65,38,56,40,24,67,63,64,58,27,32,29,3.8547945205479452,2.0,0,930,562,True,False,True
70,78,3600000,7000,21,175,58,1.0,2,4,1,69.0,60.0,62.0,78.0,32.0,50.0,56,65,42,67,47,81,68,43,55,76,85,55,84,63,80,60,52,68,40,55,54,30,66,67,45,65,24,40,26,0.03561643835616438,4.0,0,396,888,True,False,True
59,59,200000,4000,28,178,59,1.0,4,2,1,85.0,50.0,51.0,61.0,51.0,63.0,52,50,40,51,47,60,45,42,50,55,88,82,81,50,80,54,62,75,58,50,63,53,53,53,40,52,53,51,49,2.0547945205479454,1.0,0,303,888,True,True,False
65,72,1400000,8000,24,183,79,3.0,3,2,1,67.0,40.0,58.0,62.0,63.0,65.0,63,37,64,61,32,62,58,31,57,62,69,66,66,60,66,53,70,68,62,31,66,60,58,54,34,59,62,65,64,1.210958904109589,1.0,1,1329,604,False,True,False
62,62,325000,1000,31,191,100,4.0,3,3,1,51.0,64.0,56.0,56.0,41.0,77.0,53,61,64,58,58,56,58,57,54,58,49,53,44,59,65,72,75,53,88,64,79,30,62,57,60,64,35,49,30,0.030136986301369864,1.0,0,1329,589,True,False,False
64,69,875000,1000,24,180,72,1.0,2,3,1,80.0,56.0,55.0,67.0,44.0,62.0,54,59,49,59,53,65,48,33,51,64,80,80,81,60,75,60,64,76,58,46,52,39,60,60,44,64,42,47,44,3.1890410958904107,2.0,0,263,429,True,False,True
65,65,700000,2000,26,181,76,1.0,3,2,1,66.0,47.0,52.0,60.0,61.0,79.0,36,40,48,62,39,58,47,35,61,61,68,64,67,60,62,55,71,80,84,57,69,66,49,48,38,56,61,62,56,2.5972602739726027,0.0,0,365,382,True,False,True
63,63,475000,1000,29,183,84,1.0,3,3,1,81.0,63.0,56.0,64.0,21.0,68.0,53,65,60,58,63,64,47,55,55,61,82,81,76,59,72,62,81,70,71,61,55,16,57,59,63,63,17,16,15,0.057534246575342465,0.0,0,361,383,True,False,False
61,77,850000,10000,20,173,65,3.0,3,3,1,72.0,50.0,60.0,67.0,48.0,54.0,52,48,27,65,46,65,60,45,62,64,75,69,80,63,84,56,44,61,45,49,70,49,58,62,42,64,47,53,55,1.210958904109589,1.0,1,1329,604,True,False,True
65,73,1600000,3000,22,170,73,1.0,3,3,1,81.0,60.0,57.0,67.0,22.0,70.0,57,61,48,59,53,64,55,48,54,65,82,81,78,60,83,65,73,67,73,58,63,17,63,59,52,65,18,21,20,0.0958904109589041,4.0,0,387,383,True,False,False
64,67,775000,2000,26,178,70,1.0,3,3,1,75.0,58.0,60.0,64.0,47.0,56.0,52,60,32,64,51,64,57,42,63,62,79,71,69,59,71,56,55,62,55,58,51,48,62,64,44,59,54,45,41,1.1726027397260275,2.0,0,346,381,True,False,True
66,66,850000,1000,30,178,87,3.0,3,3,1,66.0,67.0,53.0,62.0,29.0,74.0,49,69,64,59,53,60,51,34,48,62,63,68,67,61,78,77,78,61,84,58,63,27,65,55,60,61,29,21,23,0.1780821917808219,2.0,0,996,486,True,False,False
70,70,1400000,14000,28,188,81,1.0,2,2,1,65.0,33.0,54.0,58.0,71.0,78.0,61,33,68,63,35,54,44,38,48,61,64,66,61,67,55,30,79,79,81,30,67,69,45,42,44,55,70,72,73,0.15342465753424658,1.0,0,833,488,False,True,False
61,63,375000,950,26,184,75,4.0,2,2,1,67.0,47.0,56.0,55.0,57.0,72.0,52,39,57,60,38,52,49,54,55,57,66,68,58,59,52,63,70,80,72,49,62,58,56,58,43,56,55,58,57,5.082191780821918,2.0,0,1329,589,True,False,True
65,70,1000000,3000,24,183,80,2.0,3,2,1,73.0,48.0,58.0,62.0,59.0,65.0,64,51,54,62,28,62,56,32,56,62,69,77,65,65,64,54,65,71,67,42,54,61,52,51,38,58,57,60,62,1.2191780821917808,3.0,0,210,474,True,True,False
66,75,1900000,9000,21,182,76,2.0,4,3,1,75.0,65.0,60.0,71.0,29.0,56.0,65,67,49,65,61,72,61,43,49,71,74,76,77,65,74,66,61,64,58,64,40,23,68,58,42,59,22,35,28,1.210958904109589,1.0,1,996,474,True,False,False
64,73,1200000,2000,20,191,80,1.0,3,2,1,71.0,49.0,59.0,62.0,58.0,63.0,51,45,44,64,45,63,51,41,63,65,70,71,64,62,44,58,54,67,58,48,71,62,52,61,44,55,57,62,58,0.6986301369863014,4.0,0,53,429,True,False,True
65,65,750000,1000,27,173,70,4.0,3,3,1,84.0,58.0,60.0,67.0,37.0,42.0,63,56,38,60,49,65,65,62,52,62,83,84,91,59,84,62,45,66,31,62,40,30,56,59,54,62,43,39,30,1.210958904109589,1.0,1,1329,589,False,False,True
62,74,975000,13000,20,172,65,3.0,3,4,1,77.0,58.0,55.0,69.0,36.0,54.0,52,58,55,58,58,68,51,43,51,65,79,76,88,60,85,61,66,61,54,56,44,29,62,58,51,56,38,31,37,1.210958904109589,1.0,1,1329,604,True,False,False
68,71,1500000,5000,26,172,68,1.0,3,2,1,82.0,32.0,54.0,66.0,63.0,65.0,57,29,51,62,27,64,40,32,47,65,84,80,82,61,70,27,71,80,61,34,55,67,56,52,46,58,63,62,66,1.210958904109589,0.0,1,954,855,False,True,False
65,65,650000,1000,28,174,70,1.0,2,2,1,80.0,43.0,64.0,64.0,54.0,52.0,68,42,42,64,39,62,65,60,60,67,82,78,70,64,65,48,50,73,43,40,48,57,52,64,37,55,58,52,56,0.2191780821917808,1.0,0,14,403,False,True,False
64,64,400000,3000,31,185,74,1.0,2,2,1,65.0,46.0,54.0,54.0,64.0,72.0,42,45,59,61,41,48,41,32,60,54,64,65,75,64,59,52,70,81,72,44,61,65,57,58,35,57,62,67,65,3.4986301369863013,0.0,0,336,1140,True,True,False
69,69,1300000,2000,27,186,80,2.0,3,2,1,55.0,37.0,60.0,64.0,68.0,67.0,70,27,66,67,26,64,53,22,60,66,51,59,58,68,59,55,66,66,69,40,64,69,56,51,34,66,67,70,68,2.1890410958904107,1.0,0,558,491,False,True,False
64,75,1200000,3000,21,182,69,1.0,2,2,1,59.0,45.0,59.0,63.0,62.0,57.0,51,38,57,64,42,63,59,62,61,67,60,59,55,63,66,59,55,65,49,45,66,63,41,57,53,46,61,65,59,3.5287671232876714,1.0,0,315,460,True,False,True
70,72,1600000,20000,28,187,73,2.0,3,2,1,68.0,35.0,56.0,62.0,70.0,72.0,55,29,69,66,30,60,40,22,59,63,66,69,64,66,56,45,76,73,75,37,63,69,51,52,36,64,70,72,70,11.093150684931507,1.0,0,12,606,True,True,False
63,66,575000,850,25,183,79,3.0,2,3,1,82.0,37.0,60.0,64.0,57.0,63.0,61,35,51,62,25,65,61,50,56,63,80,83,70,58,54,48,70,62,66,31,55,57,60,60,32,57,57,59,56,0.9780821917808219,1.0,0,1329,604,False,True,False
59,67,500000,1000,23,183,75,1.0,4,3,1,71.0,56.0,58.0,61.0,44.0,63.0,61,58,50,58,44,61,59,49,58,57,71,71,70,56,69,57,66,69,67,54,47,43,55,59,53,60,41,47,43,0.2191780821917808,2.0,0,323,297,True,False,True
63,63,400000,2000,32,182,77,1.0,4,2,1,61.0,64.0,53.0,60.0,39.0,67.0,52,67,62,57,53,57,42,47,54,61,60,62,67,61,71,65,68,70,67,60,64,42,64,51,64,60,38,31,41,1.2191780821917808,3.0,0,263,429,True,False,False
67,67,275000,1000,35,178,75,2.0,3,2,1,70.0,40.0,51.0,55.0,66.0,73.0,47,34,66,59,38,47,44,32,52,55,71,69,70,71,74,55,78,70,75,39,71,65,29,45,47,63,68,64,63,3.180821917808219,3.0,0,558,491,True,True,False
70,84,3500000,33000,19,186,77,1.0,3,2,1,65.0,34.0,55.0,65.0,71.0,68.0,28,29,70,69,32,65,42,33,65,67,64,65,61,69,56,42,74,62,71,33,67,72,32,59,45,63,71,71,70,1.210958904109589,1.0,1,642,488,True,True,False
63,68,675000,600,24,178,68,1.0,3,2,1,69.0,50.0,49.0,60.0,63.0,71.0,47,42,63,52,25,64,41,38,48,57,70,69,52,59,66,64,75,68,72,62,70,61,53,49,36,55,63,64,61,1.7178082191780821,0.0,0,323,229,True,True,False
66,72,1400000,9000,23,173,64,1.0,3,3,1,76.0,65.0,59.0,65.0,25.0,66.0,61,67,67,64,58,65,43,43,50,63,74,77,74,65,58,64,75,71,66,65,58,22,65,61,63,61,21,18,20,1.5917808219178082,1.0,0,149,112,True,False,False
59,59,210000,850,27,178,76,1.0,5,2,1,67.0,44.0,55.0,59.0,58.0,64.0,57,34,52,53,43,55,55,55,54,59,67,67,71,64,65,57,63,66,64,51,61,62,54,56,46,56,57,61,54,6.676712328767123,4.0,0,365,382,True,True,False
63,71,1100000,3000,20,176,74,1.0,3,2,1,72.0,65.0,51.0,63.0,29.0,69.0,45,68,65,50,60,63,58,50,48,59,75,70,70,65,75,62,79,80,75,63,40,23,54,60,70,55,25,25,25,0.7150684931506849,1.0,0,149,81,True,False,False
63,76,1100000,650,21,177,75,2.0,3,3,1,64.0,44.0,62.0,65.0,60.0,59.0,58,43,51,68,39,63,60,42,64,66,66,62,65,62,74,48,59,61,59,43,56,61,48,59,40,69,61,62,56,0.0821917808219178,5.0,0,396,491,True,False,True
70,85,3600000,14000,20,185,72,1.0,3,2,1,58.0,40.0,57.0,66.0,73.0,63.0,44,34,74,69,34,66,33,28,61,69,59,58,63,69,59,52,70,64,59,47,68,71,29,59,44,57,73,73,71,1.2191780821917808,5.0,0,930,488,True,True,False
60,60,200000,950,32,170,67,1.0,3,3,1,63.0,56.0,57.0,62.0,43.0,61.0,47,54,41,58,50,57,58,59,57,62,64,62,72,58,86,57,50,73,56,60,61,56,58,64,53,58,45,36,35,2.7315068493150685,1.0,0,365,382,False,False,True
69,80,3100000,9000,22,175,72,1.0,4,3,1,73.0,61.0,63.0,71.0,32.0,59.0,65,62,39,66,48,74,54,43,60,70,75,71,72,68,65,66,59,67,63,60,37,19,69,65,46,54,31,37,42,1.2027397260273973,3.0,0,954,855,True,False,False
65,71,1100000,2000,24,170,66,1.0,3,3,1,58.0,57.0,68.0,70.0,46.0,43.0,66,58,39,71,49,68,66,61,66,69,70,49,80,60,85,63,41,64,39,52,29,41,60,66,50,66,49,50,41,2.441095890410959,0.0,0,359,714,True,False,True
59,59,140000,500,33,178,75,1.0,4,3,1,47.0,61.0,61.0,59.0,51.0,56.0,57,58,54,65,60,55,58,58,59,63,42,51,62,60,65,63,51,51,59,64,58,58,57,60,63,65,45,55,37,0.663013698630137,0.0,0,323,229,False,False,True
68,72,1700000,2000,24,179,76,3.0,4,3,1,75.0,62.0,64.0,73.0,31.0,54.0,61,63,31,70,42,76,64,60,55,72,84,68,77,55,72,67,58,65,56,63,32,32,64,62,48,62,25,34,34,2.221917808219178,3.0,0,1329,604,False,False,False
62,73,900000,2000,21,184,70,1.0,3,2,1,66.0,59.0,61.0,65.0,54.0,49.0,60,59,50,65,49,63,48,40,59,68,67,65,68,56,64,64,47,63,42,56,50,46,62,64,48,60,55,58,56,0.6328767123287671,4.0,0,346,274,True,False,True
61,76,800000,750,20,174,65,1.0,4,3,1,72.0,57.0,59.0,64.0,43.0,57.0,59,58,43,60,50,62,58,52,59,62,74,71,78,57,76,58,55,66,55,57,52,45,58,61,46,62,38,46,47,0.1506849315068493,4.0,0,387,381,False,False,True
61,79,825000,6000,18,186,78,1.0,3,3,1,67.0,51.0,61.0,58.0,50.0,61.0,64,45,60,65,45,60,55,45,64,55,70,65,60,58,56,64,69,55,63,50,63,46,58,55,50,50,40,56,55,0.2191780821917808,2.0,0,263,762,False,False,True
62,64,425000,900,26,175,76,4.0,3,2,1,55.0,46.0,58.0,58.0,60.0,69.0,62,43,58,58,34,56,54,50,58,57,57,53,63,60,66,55,68,52,74,44,79,60,53,56,46,60,59,60,61,1.1863013698630136,1.0,0,1329,589,True,True,False
65,65,575000,2000,32,182,76,1.0,2,3,1,75.0,61.0,60.0,63.0,33.0,65.0,62,60,59,62,53,64,60,43,59,64,73,76,58,62,68,65,70,78,64,59,48,21,61,60,62,57,56,16,13,1.2191780821917808,1.0,0,930,429,True,False,True
64,64,575000,800,29,185,76,4.0,3,3,1,83.0,61.0,55.0,63.0,27.0,70.0,54,61,55,57,54,63,56,60,45,61,84,83,68,59,64,68,79,79,71,60,52,30,62,56,52,61,19,24,22,1.1315068493150684,1.0,0,1329,589,True,False,True
65,69,1000000,1000,24,177,68,1.0,3,2,1,56.0,52.0,59.0,62.0,60.0,70.0,40,54,47,74,31,62,43,44,67,65,63,50,65,57,60,45,61,82,70,60,57,63,58,55,43,52,60,61,59,1.2356164383561643,4.0,0,255,1140,True,False,True
67,71,1300000,1000,24,188,82,3.0,2,2,1,58.0,41.0,53.0,62.0,68.0,74.0,44,37,67,62,37,60,38,31,59,65,57,59,58,68,62,56,75,69,80,35,66,68,44,49,50,57,69,68,66,0.2191780821917808,2.0,0,996,486,True,False,True
